Paradiso, Calprino|Paradiso, Stazione FFS|30
Krummbach, Käserei|Krummbach, Hunziken|11
Thun, Bahnhof|Thun, Marktplatz/Sternenplatz|6
Bellinzona, Piazza Mesolcina|Bellinzona, Via Mirasole|44
Ormalingen, Hemmikerstrasse|Ormalingen, Grauenstein|44
La Barboleuse|Gryon Bois-Gentil|35
Gunzgen, Zentrum|Kappel SO, Kreuz|124
Aesch b. Neftenbach|Hettlingen, Bahnhof|3
St. Ursen, Frohmatt|Tentlingen, Post|5
Birrhard, Post|Birrhard, Gemeindehaus|45
Lescha, Abzw.|Präz, Dalin|38
St-Aubin NE, Pattus|St-Aubin NE, anc. poste|18
Bretigny-sur-Morrens, croisée|Bottens, croisée|42
Waldenburg, Revue Thommen|Waldenburg, Bahnhof|12
Pitasch, Mulin da Pitasch|Ilanz, Bahnhof/Post|3
Ufhusen, Ruefswil|Luthern Dorf, Schachen|30
Raperswilen, Post|Raperswilen, Schulhaus|31
St-Maurice VS, Terreaux|Lavey-les-Bains, place|1
Romainmôtier, église|Romainmôtier, Les Portes|26
Düdingen, Staumauer/Camping|Kleinbösingen|43
Bellinzona, Via Lepori|Carasso|44
Ueken, Unterdorf|Frick, Bänihübel|82
Hasle LU|Entlebuch|40
Kadelburg, Post|Waldshut, Bahnhof|3
St-Jean VS, village|St-Jean VS, les Aires|17
Wettswil a.A, Strumbergächer|Wettswil a.A., Rehweid|38
Mosnang, Post|Mosnang, Aufeld|28
Steinach, Post|Horn, Saiswerke|65
Burgmatt (Fontannen)|Doppleschwand, Spittel|20
Uerikon, Gsteig|Uerikon, Töbeli|97
Biglen, Sonne|Biglen, Bahnhof|26
Mex VD, ch. de la Richardaz|Mex VD, village|15
Leissigen, Schulhaus|Leissigen, Bahnhof|8
Corcelles-Nord|Dompierre|38
Turbach, Höhe|Turbach, Schwenterli|18
Russikon, Post|Russikon, Tüfi|51
Alvaneu Bad, Dorfplatz|Alvaneu Bad, Badezentrum|23
Rafz|Neuhausen|7
Rafz|Lottstetten|42
Rafz|Jestetten|7
Lichtensteig, Steigrüti|Lichtensteig, Obertor|60
Cumbel, vitg|Cumbel, Valgronda|25
Landquart, Karlihof|Landquart, Marktplatz|39
Frauenfeld, Bruder-K. Kapelle|Gerlikon, Huggenbergerhaus|8
Verchiez|Plambuit|34
Stansstad, Abzw. Rotzloch|Stans, Galgenried|27
Gaggiolo, Confine|Gaggiolo, Italia|39
Münsingen, Spital|Münsingen, Finkenweg|28
Genolier|Givrins|61
Bern, Bärenplatz|Bern, Zytglogge|4
Courroux, poste|Courroux, Coop|4
Strada i. E., posta|Strada i. E., spv. Chaflur|32
Wädenswil, Krähbach|Wädenswil, Ceder|60
Visp, Post|Visp, Spital|44
Fanas, Neugaden|Fanas, Kirche|11
Brülisau, Bötz|Weissbad, Berg|45
Collonges VS|Dorénaz, téléphérique|21
Ried-Brig, Lauenen|Ried-Brig, Mürini|41
Grimsel Hospiz, Abzw.|Grimsel Passhöhe|8
Spiringen, Glätti|Unterschächen, Stutz|34
Rossemaison, école/poste|Rossemaison, haut du village|27
Rossemaison, école/poste|Rossemaison, bas du village|27
Hasle LU, Bahnhof|Hasle LU, Restaurant Engel|21
Oberburg, Post|Oberburg, Ziegelgut|59
Riedholz|Flumenthal|68
Rickenbach ZH, Dorf|Rickenbach ZH, Volg|92
Fultigen, Abzw.|Vorderfultigen, Abzw. Egg|20
Gnosca, S. Giovanni|Gnosca, rifugio animali|22
Rossura, Paese|Figgione, Bivio per Figgione|34
Staad SG, Speck|Altenrhein, Markthalle|26
Niedermettlen|Ueberstorf, Hinterdorf|60
St. Moritz, Bahnhof|St. Moritz Bad, Sonne|93
Rohrbach b. Riggisberg,Schulh.|Wislisau, Wirtschaft|43
Mönchaltorf, Mönchhof|Mönchaltorf, Langenmatt|121
Bitsch, Eiche|Bitsch, Wasen|15
Frauenfeld Marktplatz|Lüdem|68
St. Moritz, Bahnhof|Punt Muragl, Talstation|37
Novalles, collège|Vugelles-La Mothe, croisée|11
Roveredo GR, Strada cantonale|Roveredo GR, Ponte di Ferro|62
St. Moritz, Bahnhof|St. Moritz, Schulhausplatz|32
Zofingen, Mühlethalstrasse|Oftringen, Döbeligut|92
Eggerberg, Eggen|Eggerberg, Burg|9
Buchs LU, alte Post|Buchs LU, Wendeplatz|12
Hardern, Linde|Lyss, Berufsschulhaus|18
Worb Dorf, Bahnhof|Worb, Toggenburg|40
Benken ZH, Post|Marthalen, Bahnhof|34
Auw, Mitteldorf|Auw, Altersheim|33
Udligenswil, Schützenmatt|Udligenswil, Dreiangel|132
Utzigen, Pfarrhaus|Utzigen, Spirchen|17
Grimentz, poste|Grimentz, Carovilla|17
Bäretswil, Bussental|Adetswil|1
Nottwil, Abzw. Bahnhof|Neuenkirch, Altersheim|11
Hasle-Rüegsau, Bahnhof|Hasle b.B., Dorf|40
Crêt-près-S.,Champ-de-l'église|Crêt-près-S., Bremudens|20
Hägglingen, Schulhaus|Hägglingen, Mitteldorf|51
Walterswil BE, Gassenwald|Walterswil BE, Dorf|5
Coeuve, rte de Porrentruy|Coeuve, poste|11
Glis, Romantica|Glis, Kapelle Englisch-Gruss|72
Rorschacherberg, Jugendherb.|Rorschacherberg, Hüttenmoos|6
Pontresina|Poschiavo|1
Cama, Piani di Verdabbio|Cama, Bivio per Norantola|47
Benken SG, Sternen|Reichenburg, Bahnhof|10
Wollerau, Oswäldli|Wollerau, Untere Sihlegg|154
Dussnang, Abzw. Sigisegg|Hatterswil|4
Wangs, Post|Wangs, Sternen|134
Wangs, Post|Wangs, Pizolbahn|40
St. Margrethen SG,Schäflisberg|St. Margrethen SG, Apfelberg|11
Prêles, Louvain|Prêles, gare|26
Grabserberg, Madang|Grabserberg, Rogghalm|8
Flawil, Bahnhof|Flawil, Kirche|33
Bassersdorf|Kloten|77
Gümmenen|Bern|3
Chur, Postplatz|Chur, Untertor|282
Oberaar, Staumauer Station|Oberaar, Berghaus|4
St. Moritz Bad, Post|St. Moritz Bad, Reithalle|19
Bülach, Hirslen|Bülach, Hinterbirch|63
Wangen b. Olten, Dorf|Wangen b. Olten, Mühlestrasse|1
Oberglatt ZH, Bahnhof|Kloten, Balsberg Oberhau|3
Hochdorf, Bahnhof|Hohenrain, Kreuz|1
Grund b. Gstaad, Post|Grund b. Gstaad, Klösterli|30
Gross, Post|Gross, Grossbach|48
Windlach, Raat|Weiach, Steinbruch|64
Roggwil-Wynau|Murgenthal|51
Gurmels, Post|Gurmels, Kirche|34
Grund b. Gstaad, Lädeli|Grund b. Gstaad, Post|30
Oensingen, Post|Oensingen, Bahnhof|51
Felben, Löwen|Felben, Unterdorf|44
Schnottwil, Post|Schnottwil, Schulhaus|58
Haslen AI, Post|Haslen AI, Schäfle|24
Emmen, Sternen|Emmenbrücke, Emmen Center|206
Iffwil, Spritzenhaus|Iffwil, Moosgasse|28
Haslen AI, Post|Teufen AR, Bahnhof|26
Zumholz, Abzweigung|Zumholz, Guggersbachbrücke|4
Oberrieden ZSG|Thalwil ZSG|10
Stalden VS, Merjen|Stalden VS, Grossacker|34
Koppigen, Post|Ersigen, Post|6
St. Pantaleon, Post|Büren SO, Moosmatt|40
Poliez-Pittet, Grands-Champs|Poliez-Pittet, Les Roches|9
Visp, Post|Visp, Stundhaus|35
Epesses|Rivaz|41
Vorderthal, Flühbödeli|Vorderthal, Rempen|28
Neerach, Post|Hochfelden, Chalchofen|57
Beggingen, Post|Schleitheim, Gemeindehaus|102
Wilchingen-Hallau, Bahnhof|Hallau, Brugg|66
Felben, Löwen|Felben-Wellhausen, Schulhaus|51
Sempach-Neuenkirch|Rothenburg|43
Caslano SNL|Ponte Tresa SNL|2
Caslano SNL|Figino SNL|2
Vernamiège, bif.|Vernamiège, village|38
St-Maurice VS, cantine|Les Emonnets, d'en bas|11
Lugano, Stazione|Tirano, Stazione|2
St-Maurice VS, cantine|Les Emonnets, d'en haut|11
Eggerberg, Weitmatten|Eggerberg, Schliecht|35
Sta. Maria Val M., Val Gronda|Sta. Maria Val M., Blockhütte|3
Concise, Les Biolles|Concise, Platet-Christine|13
Montmelon, Chamsat|St-Ursanne, Bellefontaine|27
Mugena, Paese|Vezio, Busgnone|20
Hintergoldingen, Sonne|Atzmännig, Atzmännigstrasse|43
Boltigen, Eschi|Jaunpass, Restaurant|15
Frauenfeld, Marktplatz|Frauenfeld, Hauptpost|55
Eclépens|Cossonay|40
Däniken|Schönenwerd SO|56
Vechigen|Boll-Utzigen, Bahnhof|4
Angeli Custodi|Pedemonte GR|26
Bottmingen, Station|Bottmingen, Bruderholzspital|283
Büren zum Hof, Abzw.|Schalunen, Rest. Eintracht|1
Zug, Postplatz|Zug, Dammstrasse|105
Gurmels, Dürrenberg|Liebistorf, obere Mühle|24
Petit-Martel|Le Stand|38
Unterbözberg, Kirchbözberg|Oberbözberg, Bächlen|46
Promontogno, Posta|Stampa, Posta|2
Windlach, Kreuz|Weiach, Gemeindehaus|2
Seedorf BE, Unterdorf|Seedorf BE, Käsereigasse|12
Le Locle, Chemin-Blanc|Le Locle, Les Replattes|36
Bellinzona, Bivio Galbisio|Bellinzona, Parco Giochi|44
Stels, Prodavos|Stels, Post|17
Wangs, Parkhotel|Wangs, Sternen|134
Charmey (Gruyère), poste|Cerniat FR, bif.|41
Buchrain, Tschann|Perlen, Post|134
Densbüren, Gemeindehaus|Densbüren, Breite|82
Arbon, Bergli|Arbon, Romanshornerstrasse|83
Vuadens-Nord|Bulle|24
Eschenbach SG, Sternen|Eschenbach SG, Dorftreff|33
Beckenried|Luzern Bahnhofquai|2
Sachseln|Ewil Maxon|66
Hätzingen, Rössliplatz|Leuggelbach, Kronenplatz|11
Siblingen, Post|Schleitheim, Station|14
Malans, Rest Bahnhof|Landquart, Karlihof|39
Naters, Kelchbach|Naters, Amerika|2
Les Mosses, Les Charmilles|Col-des-Mosses, poste|23
Windisch, Kurve|Windisch, Kunzareal|35
Gordola|Riazzino-Cugnasco|79
Wiezikon b. Sirnach, Post|Wil SG, Bahnhof|5
Igis, Dorfplatz|Igis, Castaletweg|14
Igis, Dorfplatz|Igis, Schulhaus|14
Orvin, place du village|Frinvillier, gare|37
Igis, Dorfplatz|Igis, Im Lux/Gruobhof|16
Längenbühl, Grizzlibär|Blumenstein, Post|5
Thörishaus, Dorf|Thörishaus, Camping|49
Les Sagnettes, ch. Chenailleta|La Brévine, Bois-de-l'Halle|20
Thörishaus, Dorf|Neuenegg, Bahnhof|1
Fully, La Forêt|Fully, Stade de Charnot|60
Samnaun Plan|Samnaun Ravaisch|12
Le Délassement|Vevey, gare|63
Kreuzlingen|Tägerwilen-Gottlieben|56
Hochdorf, Bahnhof|Ballwil, Hochdorfstrasse|10
Granges VS, Crêtelongue|Granges VS, Grand Canal|38
Davos Dorf, Wägerhus/Abzw Jöri|Flüela, Ospiz|12
Interlaken, Kursaal|Interlaken, Drei Tannen|91
Winterthur Seen|Sennhof-Kyburg|95
Grabs, Quader (Pflegeheim)|Grabs, Lims|57
Zillis, posta|Thusis, Dorf|28
Wolfertswil, Post|Degersheim, Kreuzstrasse|50
Pfäffikon SZ, Wannenweid|Pfäffikon SZ, Luegeten|25
Münsterlingen, Spitaleingang|Münsterlingen, Nonnenpförtli|95
Leytron, caves Provins|Riddes, gare|13
Rorschach Hafen|Horn|74
Kloten, Grubenstrasse|Bassersdorf, Schmitte|30
Grenchen, Postplatz|Grenchen Nord, Bahnhof|29
Immensee, Gymnasium|Fänn|4
Lüsslingen, Käserei|Solothurn, Bahnhof|76
Bad Ragaz, Dorfbad|Bad Ragaz, Kurzentrum|25
Hägglingen, Dorfmatten|Anglikon, Post|4
Buhwil, Post|Wil SG, Bahnhof|5
Corippo, Bivio|Corippo, Pontid|23
Neuendorf, Kirche|Neuendorf, Migros|30
Dürnten, Giebelackerstrasse|Dürnten, Unterdorf|45
Romont FR, gare|La Pierraz|2
Detligen, Post|Detligen, Jucher|52
Lenzburg|Zürich HB|44
Lavin|Sagliains|83
Sembrancher, gare|Sembrancher, La Place|13
Ulrichen, Kittbrücke|Ulrichen, Bahnhof|8
Lavin|Guarda|86
Lavin|Ardez|1
Murten, Bahnhof|Meyriez, Dorf|41
Arzo, San Grato|Arzo, Bagno Spiaggia|30
Minusio, Municipio|Locarno, Stazione|23
Urnäsch|Jakobsbad|55
Attelwil, alte Post|Moosleerau, Unterdorf|58
Gilly, village|Gilly-Bursinel, gare NORD|7
Göschenen, Dorf|Göschenen, Abfrutt|12
Rubigen, Hunzigenbrügg|Belp, Lehn|28
Herrliberg, Forchstrasse|Herrliberg, Harzerstrasse|42
Poliez-le-Grand, Corchamp|Poliez-le-Grand, village|29
La Douay|Orsières|30
Erlenbach ZH, Föhrenstrasse|Erlenbach ZH, Allmend|21
Reichenbach b. B., Grubenweg|Reichenbach b. B., Känelgasse|54
Jenaz, Bahnhof|Jenaz,Rosengarten/Schulanlagen|18
Steinmaur, Gemeindehaus|Steinmaur, Bahnhof|37
Lohn-Lüterkofen, Bahnhof|Lüterkofen, Dorf|12
Ilanz, Plazza Cumin|Ilanz, Spital|26
Felsberg, Post|Felsberg, Kirchenstutz|53
Pfäffikon ZH, Kirche|Pfäffikon ZH, im Spitz|56
Beringen, Sonne|Beringen, Hägli|41
Epagny, village|La Tour-de-Trême, CO|8
Denges, Les Oches|Echandens, poste|32
Seon, Frohsinn|Schafisheim, Gemeindehaus|61
Rueyres-les-Prés, village|Rueyres-les-Prés, croisée|17
Kempten, Ochsen|Kempten, Talhof|111
Arezen, Fatscha|Acla (Safien)|28
Palézieux-Village, centre|Oron-la-Ville, Pré à l'Abbé|23
Porrentruy, gare|Cornol, poste|1
Les Avants|Allières|1
L'Etivaz, Le Bouraz|L'Etivaz, anc. poste|25
Fregiécourt, village|Asuel, Maison communale|1
Porrentruy, gare|Alle, poste/gare|9
Giswil|Sarnen|30
Somazzo, Ciappelloso|Somazzo, Paese|32
Vellano|S. Antonio (Val Morobbia)|14
Sternenberg, Höchstock|Sternenberg, Rossweid|20
Ried-Brig, Rufigraben|Ried-Brig, Mürini|19
Gunten, Dorf|Sigriswil, Dorf|93
Buchen im Prättigau, Terfals|Putz, Spondatöbeli|14
Flaach, Schollenberg|Flaach, Ziegelhütte|39
Gerlafingen|Biberist RM|57
Benken ZH, Post|Dachsen, Abzw. EDAK|1
Rohr b. Olten|Niedererlinsbach, Dorfplatz|3
Burgdorf Buchmatt|Kirchberg-Alchenflüh|87
Kerzers, Bahnhof|Kerzers, Mühlegasse|26
Osteno|S. Mamete SNL|2
Obstalden, Walenguflen|Obstalden, Bödeli|15
Le Chésal|Sceut, poste|20
Innereriz, Säge|Eriz, Post|14
Zug|Arth-Goldau|43
Interlaken, Zentrum Artos|Interlaken, Gymnasium|28
Trogne|St-Martin VS, église|20
Wichtrach, Bahnhof|Wichtrach, Thalgutstrasse|59
St-Luc, La Forêt|Chandolin, télésiège|17
Röven|Susch, Surplatz|12
Prutz, Postamt|Prutz, Schwimmbad|18
Wiesendangen, Gemeindehaus|Oberwinterthur, Bahnhof|3
Grüsch, Abzw. Salätschis|Landquart, Ganda|7
Tenero, Posta|Tenero, Stazione|22
Sevelen, Büeli|Sevelen, Rathaus|70
Gollion, village|Allens, village|32
Willerzell, Grün Aff|Willerzell, Birchbühl|9
Tesserete, Ricovero|Tesserete, Campestro|31
Zürich HB|Dietikon|1
Mönthal, Post|Remigen, Abzw. Ueberthal|58
Granges (Veveyse)|Bossonnens|36
Schwanden|Nidfurn, Abzw. Haslen|2
Gland, Maison Commune|Gland, Jura|28
Muralto, Croce Bianca|Minusio, V. Borenco|25
Estavayer-le-Gibloux, village|Estavayer-le-Gibloux, école|18
Reichenbach i. K., Buchholz|Wengi b. Frutigen, Schlundbach|36
Porto Ceresio SNL|Figino SNL|3
Champsec|Versegères, La Montoz|23
Glattfelden, Aarüti|Glattfelden, Post|19
Rohrbach|Huttwil|54
Olten, Bahnhof|Trimbach, Rankwog|40
Epalinges, Lion d'Or|Le Chalet-à-Gobet, Auberge|111
Felsberg, Ringelweg|Felsberg, Rjterstutz/Aeuli|161
Olten, Bahnhof|Olten, Amthausquai|23
Feldis/Veulden, Post|Feldis/Veulden, Schulhaus|20
Wetzikon ZH, Bahnhof|Wetzikon ZH, Medikon|68
Wetzikon ZH, Bahnhof|Wetzikon ZH, Stadion|70
Ruswil, Rottalcenter|Hellbühl, Post|86
Fenkrieden, Dorf|Abtwil AG, Post|7
Simplon Kulm, Bellevue|Simplon Pass, Simplonblick|14
Tiengen, Mitte|Waldshut, Bahnhof|1
Tiengen, Mitte|Tiengen, Bahnhof|3
Tiengen, Mitte|Kadelburg, Post|4
Oberthal, Schulhaus|Oberthal, Alterswil|6
Grossaffoltern, Reuenberg|Grossaffoltern, Unterdorf|49
Leuggelbach|Luchsingen-Hätzingen|31
Dürnten, Post|Dürnten, Giebelackerstrasse|45
Wahlen b. Laufen, Weiern|Breitenbach, Grien|111
Walenstadt, Friedensbrunnen|Walenstadt, Zollacher|17
Kaiseraugst, Hoffmann-La Roche|Rheinfelden, Augarten|53
Valbella, Post|Valbella, Canols|61
Signau|Emmenmatt|70
Waldkirch, Post|Waldkirch, Hohfirst|3
Amsteg, Post|Erstfeld, Bahnhof|2
Splügenpass, ital. Zoll|Monte Spluga|4
Hoffeld, Post|Hoffeld, Säge-Waldbach|43
Kreuzlingen, Seminar|Kreuzlingen, Blaues-Haus-Platz|169
Ayent, La Place|Ayent, bif. Villaz|12
Lugano Giardino|Castagnola|1
Goldiwil, Dorf|Goldiwil, Stägacher|91
Château-d'Oex, gare|Château-d'Oex, Le Petit-Pré|35
Fribourg, gare|Fribourg, Bourg|130
Hagenbuch ZH, Egghof|Hagenbuch ZH|38
Onnens VD, croisée|Onnens VD, La Fontaine|10
Champlan|Les Combes-sur-Sion|58
Lutzenberg, Friedegg|Rheineck, Altensteig|27
Yvoire|Thonon-les-Bains CGN|7
Sorens, village|Sorens, Malessert laiterie|18
Auliens, halte|Ollon VD, poste|25
Krattigen, Post|Krattigen, Oertlimatt|4
Evionnaz|Vernayaz|53
Schmerikon, Bahnhof|Eschenbach SG, Dorftreff|1
Gletsch, Post|Grimsel, Rest. Grimselblick|8
St-Germain (Savièse), centre|Savièse, Crettaz|23
Schmitten (Albula), Post|Schmitten (Albula), Innerdorf|24
Lugnez, Union|Lugnez, Rauracienne|11
Savognin, posta|Tiefencastel, Bahnhof|1
Pfäffikon SZ, Huob|Pfäffikon SZ, Schweizerhof|145
Mümliswil, Lobisei|Mümliswil, Kammfabrik|54
Pfäffikon SZ|Freienbach SBB|82
Thiésaz|Morgins, poste|21
Fontaines NE, Le District|Fontainemelon, sous l'Usine|191
Fontaines NE, Le District|Landeyeux|74
Corban, bas du village|Corban, place du 23 juin|44
Contone, Posta|Cadenazzo, Stazione|33
Noës, village|Granges VS, Grand Canal|8
Bönigen, Hauetenbach|Bönigen, Wäldli|28
Cottens VD, La Tuilière|Grancy, Les Pâles|26
Cadenazzo, Stazione|S. Antonino,Centri Commerciali|10
Hefenhofen PubliCar|Oberaach, Post|5
Pfäfers, Postplatz|Pfäfers, Klinik|34
Gandria, Strada|Lugano, San Grato|9
Sursee, Park|Sursee, Altstadt|80
Lyss, Lehn|Lyss, Industriezone Bernstr.|49
Romont FR, gare|Villaz-St-Pierre, bif.|9
Undervelier, Forges|Undervelier, poste|12
Schaffhausen|Winterthur|3
Oberdorf BL, Winkelweg|Liedertswil, Dorf|24
Mayen-sur-Vionnaz|Torgon, ferme à Mariaux|17
Zug, Landis + Gyr (Bahnhof)|Zug, Metalli Ost (Bahnhof)|349
Moutier, Suisse Ouest|Moutier, Suisse Est|3
Melano, Al Ponte|Melano, Piazza|27
Göschenen, Bahnhof|Wassen, Post|43
Glis, Kapelle Englisch-Gruss|Glis, Manus|72
Cournillens, école|Cormérod, Ferme Andrey|12
Delémont, Righi|Delémont, Von Roll|66
Cortivallo, Paese|Cortivallo, Casa Anziani|26
Bonvillars, village|Onnens VD, La Fontaine|10
Aeugstertal, Kloster|Aeugst am Albis, Müliberg|57
Lentigny, Restaurant|Onnens FR, église|6
Bonvillars, village|Bonvillars, La Cour|51
Blatten (Lötschen), Kühmad|Blatten (Lötschen), Langglets.|33
Zürichhorn Casino|Zürich Wollishofen ZSG|23
Mittellunden, Dorf|Mittellunden, Ufm Tobel|16
Morcote, Piazza Grande|Morcote, Casa per Anziani|23
Genève, Nations|Grand-Saconnex, place|227
Jonen, Post|Jonen, Weingasse|89
Pragg, Bahnhof Furna|Jenaz,Rosengarten/Schulanlagen|22
Peney-le-Jorat, Moulin Peney|Villars-Mendraz, croisée|8
Pfäffikon SZ, Abzw. Etzelpass|Feusisberg, Riedhof|25
Dugny|Leytron, Haut de Dugny|29
Steffisburg, Flühli|Steffisburg, Alte Bernstrasse|4
Massagno, Cappella due Mani|Savosa, Liceo Ovest|15
Obergoldbach, Abzw. Landiswil|Schwanden i.E., Aeschli|19
Murgenthal, Howart|Murgenthal, Fahracker|46
Mâche, village|Prolin-Cerise|21
Le Fuet, poste|Le Fuet, Chemin de la Bottière|27
Obergoldbach, Abzw. Landiswil|Landiswil, Bärisbach|14
Weisslingen, Widum|Weisslingen, Mühle|46
Spiez, Altersheim|Krattigen, Oertlimatt|2
Reichenburg, Altersheim|Reichenburg, Dorf|84
Koppigen, Schwimmbad|Koppigen, Stöck|18
Wohlen AG, Kehrplatz Stegmatt|Wohlen AG, Altersheim Bifang|25
Lachen SZ, Spital|Lachen SZ, Spreite|70
Torny-le-Grand, village|Corserey, Café du Châtaignier|23
Torny-le-Grand, village|Châtonnaye, Station Radio|1
Bussigny VD, gare|Bussigny VD,Ch.du Grand-Record|33
Visp, Untere Albe|Visp, Albe|45
Wetzikon ZH, Bachtelstrasse|Wetzikon ZH, Friedhof|66
Riedtwil, Bahnhof|Wynigen, Bahnhof|32
Ramiswil, Post|Ramiswil, Mühle|54
Witterswil|Bättwil|360
Stein AR, Hagtobel|Stein AR, Schachen|47
Combremont-le-Grand, village|Treytorrens (Payerne), village|2
Goldach, Appenzeller Strasse|Rorschacherberg, Rosenacker|6
Laupen ZH, Hauptstrasse|Wald ZH, Sportstrasse|70
Villarlod, poste|Vuisternens-en-Ogoz, croisée|20
Gommiswald, Post|Gommiswald, Gauenhof|133
Gammen, Schulhaus|Laupenau|45
Gamprin, Simmasguet|Gamprin, Abzw. Badäl-Schlatt|56
Kreuzlingen, Hauptzoll|Konstanz, Schweizer Bahnhof|65
Sierre, Beaulieu|Sierre, Sous-Géronde|30
Mels, Huob|Mels, Pflegeheim|2
Haute-Nendaz, église|Haute-Nendaz, Iggier|42
Haute-Nendaz, église|Haute-Nendaz, La Crettaz|42
Pfäffikon SZ, Industrie Ost|Pfäffikon SZ, TEVAG|93
Gals, Dorf|Gals, Gemeindehaus|73
Gals, Dorf|Gals, Neuhaus|73
Farvagny-le-Petit|Farvagny-le-Grand|55
Laufen, Bahnhof|Laufen, Katholische Kirche|99
Lauenen b. Gstaad, Geltenhorn|Lauenen b. Gstaad, Rohrbrücke|20
Airolo, Gerora di fuori|Airolo, Gerora di dentro|28
Grimsel Passhöhe|Oberaar, Berghaus|4
Rolle, Bellefontaine|Perroy, Couronnette|35
Li Curt|Le Prese|34
Luzern|Meggen|44
Luzern|Küssnacht am Rigi|26
Asp AG, Abzw.|Densbüren, Ausserdorf|82
Luzern|Arth-Goldau|31
Wichtrach, Käserei|Kiesen, Dorf|4
Valtanna|Says, Lätsch|36
Giubiasco, Piazza|Giubiasco, Ideal|14
Mauborget, village|Mauborget, anc. poste|17
Naters, Weingarten|Naters, Massa-Wildi|57
Delémont, Morépont|Delémont, rue des Moissons|19
Cavergno, Posta|Cavergno, Bivio per Brontallo|15
Pontarlier|Frasne|3
Meilen, Dollikon|Meilen, Weid|71
Meggen SGV|Merlischachen SGV|3
Siebnen-Wangen|Schübelbach-Buttikon|53
Scuol, posta|Scuol-Tarasp, staziun|120
Delémont, gare|Delémont, Av. de la gare|229
Morbio Inferiore, Villette|Morbio Inferiore, Balbio Alta|48
Zeneggen, Obere Hellela|Bürchen, Bethania|5
Zürich Stadelhofen|Winterthur|1
Worb, Wyden Schulhaus|Worb, Blümlisalpstrasse|45
Crans-s.-S., poste|Crans-s.-S., Pas-de-l'Ours|26
Bülach, Tiefengasse|Bülach, Erachfeld|61
Wohlen|Dietikon|1
Trübbach, Post|Sargans, Markthalle|22
Oberschwanden|Hofstetten b. Brienz, Schried|38
Libingen, Post|Libingen, Hinterhofen|30
Zürich Storchen|Zürich Bürkliplatz|22
Lauffohr, Dorf|Stilli, Aarebrücke|30
Tumegl/Tomils, Curschiglias|Paspels, Sogn Luregn|46
Turbenthal, Bahnhof|Turbenthal, Kreuzstrasse|29
Savosa, Posta|Savosa, Roncaccio|40
Iseltwald, Mühle|Iseltwald, Dorfplatz|29
Vers-chez-Perrin, Etrabloz|Trey, Planche-à-Failly|13
Büron, Dorf|Büron, Triengenacker|69
Visp, Stundhaus|Visp, Hohfluh|19
Genève-Molard|Genève-Pâquis SMGN|10
Leuk, Bahnhof|Turtmann, Soleil|4
Oberegg AI, Riethof|Oberegg AI, Rutlenstrasse|79
Arth-Goldau, Bahnhof|Goldau, Bischofshusen|228
Peiden, Bogn|Pitasch, posta|1
Bussigny, La Croisée|St-Martin FR, village|20
Ménières, village|Fétigny, Grange-des-Bois|26
Flawil, Bubental|Flawil, Maestrani|28
Rebstein, Dorf|Balgach, Rathaus|253
Bonvillars, village|Onnens VD, croisée|37
Haslen AI, Post|Appenzell, Bahnhof|26
Baden, Postautostation|Baden, Schulhausplatz|105
Menznau, Obertreien|Menznau, Höhe|18
Möhlin, Dammstrasse|Möhlin, Schallen|25
Emmetten, Sagendorf|Emmetten, Post|31
Genève|Lancy-Pont-Rouge|66
Kestenholz, Dörfli|Kestenholz, Rain|21
Bönigen, Dorf|Iseltwald, Dorfplatz|1
Melchtal, Post|Melchtal, Plätzli|19
Mendrisio, Ospedale B. Vergine|Mendrisio, Casa Anziani|209
Schwarzenberg LU, Post|Schwarzenberg LU, Fabrikli|55
Visp|Stalden-Saas|35
Kleindöttingen, Burlen|Gippingen, Härdlestrasse|63
Stalden VS, Ackersand/Post|Staldenried, Rebwyer|19
Stalden VS, Ackersand/Post|Stalden VS, Mühlackern|54
Thun, Bahnhof|Thun, Lauitor|404
Villargiroud, village|Villarlod, poste|20
Suhr|Hunzenschwil|49
Oberwald|Fiesch|4
Cousset|Léchelles|40
Liesberg, Riederwald|Liesberg, ALAG|3
La Chaux-du-Milieu, La Gr-Joux|Les Ponts-de-Martel, Molta-De.|36
La Sage, poste|La Sage, Plan de la Sage|28
Solduno, Stazione|Locarno, S. Antonio centrale|96
Brig, Bahnhof|Brig, Stadtplatz|46
Herrliberg, Kinderheim Grüt|Herrliberg, Vogtei|21
Yverdon, gare|Orbe, gare|1
Bassersdorf, Schmitte|Nürensdorf, Sennhütte|57
Grens, village|Signy, poste|38
Buochs, Motel Postillion|Buochs, Linden|89
Chur, Badusstrasse|Chur, Schönmattweg|87
Baar|Baar Neufeld|98
Illighausen, Dorf|Birwinken, Dorf|5
Malans, Seilbahn|Malans, Selfiweg|19
Ried-Brig, Post|Ried-Brig, Lingwurm|25
Raron LRU|Unterbäch VS|79
Naas|Unterägeri AeS|5
Schötz, Post|Schötz, Feld|14
Hittnau, Hasel/Schönau|Hittnau, Sonne|39
Frinvillier, bif. sur Plagne|Vauffelin, Dynamic Test Center|6
Rorschacherberg, Seehalde|Rorschacherberg, Swissair|6
Arogno, S. Vitale|Arogno, Villette|8
Schänis|Ziegelbrücke|38
Churwalden, Post|Churwalden, Kloster|34
Trin, Mulin|Chur, Agip|21
Buttes, bif. Les Gouttettes|Buttes, gare|24
