Porrentruy, Chaumont|Porrentruy, bif. de Beaupré|23
Genève-Perle-du-Lac|Port Noir|14
Russikon, Madetswil|Russikon, Kirche|1
Trun, casa da scola|Trun, staziun|8
Neuchâtel LNM|La Tène|4
Pfäffikon ZH, Oberwil|Hittnau, Furt|50
Druogno|Buttogno|8
Moutier, Condemine|Moutier, Suisse Est|2
Moutier, Condemine|Moutier, Suisse Ouest|5
Grasswil, Oberdorf|Hermiswil, Brücke|35
Fideris, Dorf|Fideris, Madinis|15
Oberdettigen|Uettligen, Dorf|67
Hosenruck, Post|Rüdenwil, Dorf|5
Develier, Claude-Chappuis|Bourrignon, bif. Bürgisberg|40
Udligenswil, Götzentalstrasse|Udligenswil, Neuheim|220
Männedorf, Auf Dorf|Männedorf, Glärnischstrasse|112
Bernhardzell, Engi|Bernhardzell, Post|82
Rapperswil|Jona|156
Chur|Landquart|129
Boussens, école|Boussens, village|8
Roveredo GR, Posta|Roveredo GR, Terra Bianca|26
Kaisten, Gemeindehaus|Kaisten, Kaisterberg|70
Solothurn, Amthausplatz|Solothurn, Sonnenpark|43
Glaubenbielen, Parkplatz|Giswil, Emmenrank|6
Tägerig, Post|Nesselnbach, Unterdorf|57
Thalkirch, Untercamana|Thalkirch, Abzw. Camana|23
Fruttli|Rigi Klösterli|22
Moutier, Condemine|Moutier, Coop|5
Les Sagnettes, La Roche|Les Sagnettes, anc. poste|20
Schwyz, Bahnhof|Arth-Goldau, Bahnhof|1
Immensee SGZ|Walchwil SGZ|4
Giswil, Jwi|Giswil, Abzw. Brosmatt|6
Abtwil AG, Post|Aettenschwil, Oberdorf|17
Altdorf UR, Kollegium|Wassen, Post|1
Lupsingen, Post|Lupsingen, Mehrzweckhalle|85
Muntelier-Löwenberg|Kerzers|7
Tuggen, Kesmalon|Tuggen, Schlüsselweg|5
Sevelen, Veltur|Sevelen, Post|3
Villarimboud, anc. poste|Villarimboud, village|14
Romainmôtier, église|Juriens, village|26
Gerzensee, Post|Gerzensee, Bären|49
Aarau, Bahnhof|Aarau, Rathausgasse|93
Bleien Liebegg|Gränichen Oberdorf|118
Attinghausen, Seilbahn|Altdorf UR, Bahnhof|41
Kriegstetten, Dorfplatz|Heinrichswil|9
Sempach Stadt, Meierhöfli|Sempach Stadt, Seemätteli|122
Walchwil|Zug Oberwil|40
Gachnang, Dorf|Gachnang, Trotte|14
Gachnang, Dorf|Gachnang, Oberwilerstrasse|14
Les Collons|Les Mayens-de-S., Bon Accueil|16
Lerchenfeld|Thun|149
Distelberg|Aarau, Bahnhof|2
Mümliswil, Schulhaus|Ramiswil, Mühle|54
Mannens, poste|Montagny-les-Monts, collège|2
Horgen, Hanegg|Hirzel, Enderholz|26
Oberembrach, Bächli|Lufingen, Unterdorf|77
Wohlen AG, Hochwachtstr./Gyren|Wohlen AG, Höhenweg|18
Hofstetten b. Brienz, Rüttiweg|Hofstetten b. Brienz, Dorfpl.|66
Winterthur, Lindenplatz|Winterthur, Langwiesen|48
Stäfa, Krone|Stäfa, Bahnhof|205
Solothurn|Biberist RM|57
Flums|Walenstadt|38
Illhart, Sternen|Illhart, Oberdorf|31
Uzwil, Schöntal|Uzwil, Sportstrasse|9
Schachen (Gais)|Rietli|34
Meierskappel, Käppelihof|Meierskappel, Dorfplatz|132
Othmarsingen, Bahnhof|Othmarsingen, Rössli|34
Ruggell, Kirche|Ruggell, Limsenegg|77
Münsingen, Allmendweg|Münsingen, Erlenau|79
Eschert, Sous-la-Rive|Eschert, village|6
Chamoson, La Tour|Grugnay|4
Isole di Brissago|Porto Ronco|31
Gagnone-Orcesco|Trontano|2
Gagnone-Orcesco|Verigo|1
Waldkirch, Rickenhueb|Arnegg, Weideggstrasse|70
Meilen, Bezibüel-Chilchbüel|Meilen, Charrhalten|24
Camignolo, Sotto|Mezzovico, Stazione|30
Neuhausen, Kreuzstrasse|Schaffhausen, Bahnhof|61
Bremgarten AG, West|Bremgarten AG, Meyerhof|43
Susch, Surplatz|Susch, staziun|12
Ottoberg, Gaishaus|Ottoberg, Wald|31
Arenenberg, Schloss|Ermatingen, Friedhof|29
Nottwil, Abzw. Bahnhof|Nottwil, Bahnhof|11
Sonvico, Madonna d'Arla|Sonvico, Rosone|6
Ricken SG, Bildhaus|Uetliburg SG, Brunnacker|48
Beringen, Enge|Beringen, Sonne|193
Neuchâtel|St-Blaise CFF|58
Metsch|Lenk LB|4
Brissago NLM|Ranzo|2
Hettenschwil, Kapelle|Etzwil, Mandacherstrasse|37
Yverdon, rue des Uttins|Yverdon, Le Bey|99
Chamossaire VS|Pralan (Anzère)|36
Wohlen AG, Cellpack Werk 3|Wohlen AG, Industrie/Ringstr.|48
Mühlebach (Goms), Dorf|Mühlebach (Goms), Ernergalen|10
Neuhaus SG, Post|Eschenbach SG, Post|3
Kaiserstuhl AG, Bahnhof|Weiach, alter Bahnhof|58
Appenzell, Hallenbad|Appenzell, Hirschberg Station|15
Dottikon-Dintikon, Bahnhof|Dottikon, Chrischona|64
Gotthard Passhöhe|Mätteli|6
Gotthard Passhöhe|Airolo, Galleria Banchi|6
Stansstad, Schützen|Stansstad, Bahnhof|27
Ilanz, Plazza Cumin|Ilanz, Obertor|49
Wohlen AG, Sied.Allmend/Kanti|Wohlen AG, Bankweg/Kanti|49
Ziefen, Post|Reigoldswil, Dorfplatz|205
Bümpliz, Unterführung|Bern, Ausserholligen|70
Wittnau, Post|Wittnau, Mitteldorf|88
Faulensee, Dorf|Leissigen, Bahnhof|8
Oron-le-Châtel, poste|Chesalles-sur-Oron|24
Mittelmuhen|Muhen|118
Gipf-Oberfrick, alte Post|Gipf-Oberfrick, Rösslibrücke|99
Porrentruy, bif. de Beaupré|Porrentruy, Haut de la Presse|23
Foroglio|Cavergno, Roseto|8
Bellevue CGN|Genève-Mont-Blanc|13
Sta. Domenica|Cauco, Ponte|28
Stäfa, Uelikon|Stäfa, Binz|76
Brignon, village|Brignon, Château|55
Sörenberg, Schwändili|Sörenberg, Habchegg|22
Marmorera, Dorf|Bivio, Stalvedro|23
Langnau-Gattikon, Bahnhof|Zürich, Bellevueplatz|6
Fregiécourt, rte de Cornol|Fregiécourt, village|9
St-Cierges, grande salle|Thierrens, poste|3
Unterseen, Ruchenbühl|Unterseen, Birmse|33
Pizolhütte|Furt|6
Triesen, Meierhof|Triesen, Matschils|134
Glovelier, église|Glovelier, gare|32
Grächen, Stadlen|Grächen, Binen|33
Vilars NE|Saules NE|72
Lenzburg|Hendschiken|48
Cerniat FR, village|Cerniat FR, L'Adde|13
Giessbach See|Iseltwald|17
Wila, Talgarten|Turbenthal, Gosswil|19
Grubisbalm|Freibergen|66
Biel/Bienne (Magglingen)|Magglingen/Macolin|39
Venthône|Darnona|34
Grubisbalm|Mittlerschwanden|69
Grandvillard|Enney|34
Prévonloup, poste|Dompierre VD, village|14
Chur, Albula|Chur, Schönmattweg|87
Gurnigel, Gantrischhütte|Gurnigel, Wasserscheide|4
Lustmühle|Niederteufen|78
Euthal, Post|Euthal, Drusberg|67
Unterseen, Scheidgasse|Unterseen, Hohmüedig|29
Mittellunden, Hinterlunden|Mittellunden, Büel|16
Rüfenacht|Langenloh|267
Pailly, village|Pailly, Le Rembloz|22
Baar, Walterswil|Sihlbrugg, Dorf|167
Oftringen, Lerchenfeld|Oftringen, Wirtshüsli|85
Andeer, posta|Andeer, Heilbad|73
Peist|Langwies GR|35
Landquart, Post|Landquart, Primarschule|63
Schaan, Laurentiusbad|Schaan, Rössle|139
Bôle, sous Le Pré|Bôle, collèges|24
Basse-Nendaz, La Poya|Basse-Nendaz, Bouillet|42
Fey (Nendaz), Les Bans|Condémines|13
Winterthur Wülflingen|Winterthur Töss|51
Horgen, Gehren|Horgen, Schnegg|1
Mauraz|Pampigny-Sévery|45
Sachseln, Dorf|Sachseln, Steinen|21
Bern, Bahnhofplatz|Bern, Bollwerk|4
Centovalli|Re|16
Neukirch (Egnach), Dorf|Neukirch-Egnach, Bahnhof|54
Adligenswil, Post|Adligenswil, Blatte|220
Davos Platz, Islen|Davos Frauenkirch, Landhaus|24
Full, Milchzentrale|Leibstadt, Kernkraftwerk|4
Full, Milchzentrale|Reuenthal AG, Dorfplatz|56
Triesen, Feldstrasse|Triesen, Vanetscha|17
Chernex|Chamby|19
Begnins, Le Pauffet|Begnins, Bois-du-Four|22
Habkern, Zäundli|Habkern, Steinacker|26
Dottikon, Sternenplatz|Dottikon, Gemeindehaus|35
Dottikon, Sternenplatz|Dottikon, Bergstrasse|51
Sonvico, Mugnai|Sonvico, Madonna d'Arla|6
Uetendorf, Schürhus|Uetendorf, Stiftung U.-Berg|29
Mörlialp|Giswil, Rütimatt|7
Bonstetten-Wettswil, Bahnhof|Wettswil a.A., Schürli|4
Meiringen, Spitalstrasse|Meiringen, Isenbolgen|26
Zollikofen, Bahnhof|Worblaufen, Bahnhof|2
Aarberg|Lyss|35
Radelfingen bei Utzigen|Utzigen, Pflege-und Altersheim|17
Molare, Paese|Molare, Stella Alpina|29
Bargen|Aarberg|36
Gemsstock|Gurschen|13
Saas Grund, Unter dem Berg|Tamatten|35
Hausen am Albis, Grindlen|Rifferswil, Seleger Moor|67
Grimisuat, Home les Crêtes|Grimisuat, Giratoire d'Arbaz|19
Carabbia, Al Canvetto|Carabbia, Paese|29
Walzenhausen, Post/Bahnhof|Walzenhausen, Sonnenberg|23
Moosalp|Bürchen, Rest. Panorama|15
Lyss, Stigli|Kappelen, Kirche|8
Feithieren, Ober|Leuk, Kaplaneimatte|16
Riffenmatt, Schwendi|Riffenmatt, Kreuzung|19
Grandson, Corcelettes|Grandson, Borné Nau|9
Galgenen, Engel|Galgenen, Diga|70
Heiden, Bahnhof|Wolfhalden, Wüschbach|22
Les Prasses|Vex, bif. d'Hérémence|36
Kreuzlingen, Rebstockplatz|Kreuzlingen, Fliegaufstrasse|106
Ringgenberg|Niederried|37
Goldswil, Dorf|Goldswil, Parkhotel|36
Seon|Hallwil|52
Unterrothorn|Blauherd ZBAG-lsu|9
Monthey, bif. gare CFF|Monthey, hôme les Tilleuls|12
St. German, Dorfplatz|Baltschieder, Hof|15
Sursee, Park|Sursee, Möbel Ulrich|13
Bremgarten AG, Badenerstrasse|Bremgarten AG, Bibenlos|77
Spino|Castasegna, Farzett|21
Molare, Paese|Rossura, Barescia|29
Brig, Simplonhalle|Brig, Stadtplatz|123
Glis, Dorf|Glis, Gliserallee|106
Curio, Posta|Curio, Bivio|55
Curio, Posta|Curio, Molino di Curio|55
Delémont, Parc Gros-Pré|Delémont, Centre la Blancherie|88
Molondin, village|Démoret, bas du village|17
Molondin, village|Molondin, bas-du-village|14
Känerkinden, Dorf|Wittinsburg, Chamber|45
Les Haudères, poste|Les Haudères, Praz do Lauc|21
Appenzell, Moren|Appenzell, Alpsteinstrasse|22
Grächen, Nessien|Grächen, Fuhrmatten|33
Montelly|Provence TL|151
Seewen SO, Säge|Seewen SO, Oberdorf|64
Rutschwil|Dägerlen, Berg|41
Bern, Bahnhofplatz|Riedbach, Bahnhof|1
Au SG, Oberdorf|Heerbrugg, Neuwies|124
Mattwil, Post|Heimenhofen, Abzw. Andwil TG|5
Kirchleerau, Abzw.|Kirchleerau, Fabrik Hunziker|58
Bains-de-l'Etivaz|L'Etivaz, anc. poste|23
Ecublens VD, Pontet|Echandens, centre|32
Netstal, Altersheim|Riedern GL, Lerchen|30
Wittenbach, Egghalde|Wittenbach, Gemeindehaus|68
Frutigen, Verkehrsbüro|Frutigen, Ischlag|36
Grenchen Süd, Bahnhof|Grenchen, Brücke|32
Versam, Post|Arezen, alte Post|28
Vilters, Post|Vilters, Grofisstrasse|134
Männedorf, Kreisspital|Männedorf, Asylstrasse|32
Olten, Bahnhof|Aarburg-Oftringen, Bahnhof|1
Beringen, Hägli|Beringen, Beringerfeld|41
Bristen, Kohlplatz|Bristen, Wideli|19
Hasle LU, Büelweid|Hasle LU, Haldenegg|24
Tuggen, Rüteli|Tuggen, Mühlenen|5
Conthey, Bourg|St-Séverin, poste|27
Rodi, colonia Von Mentlen|Rodi, Casa Gendotti|27
Bursinel, village|Gilly-Bursinel, gare SUD|9
Fanas, Kapitelhof|Fanas, Neugaden|22
Brig, Bahnhof|Glis, Spital|115
Kloten, z. Wilden Mann|Kloten, Kirchgasse|2
Simplon|Iselle di Trasquera|5
Hergiswil SGV|Stansstad SGV|39
Hergiswil SGV|Rotzloch|4
Chur, Wiesental|Chur, Giacomettistrasse|381
Ursenbach, Post|Walterswil BE, Dorf|7
Breitenbach, Dorfplatz|Breitenbach, Oberdorf|75
Zofingen, Bergli Friedhof|Zofingen, Haldenweg|8
Hergiswil SGV|Kehrsiten-Bürgenstock|1
Les Petits-Ponts, carrefour|Les Ponts-de-Martel, gare|30
Ursenbach, Post|Oeschenbach, Bleuen|5
Beatushöhlen-Sundlauenen|Interlaken West ThS|6
Riedli, Talstation Wiriehorn|Horboden, Röstibrüggli|25
Merligen ThS|Faulensee ThS|34
Missy, poste|St-Aubin FR, bif.|11
Colombier NE, tram|Colombier NE, bât. communal|12
Le Locle|Le Locle-Col-des-Roches|10
Beinwil SO, Neuhüsli|Beinwil SO, Oberbeinwil|27
Sullens, Auberge|Boussens, village|26
Zürchersmühle|Urnäsch|57
Lütisburg, Dorf|Lütisburg, Schulhaus|28
Wilderswil, Post|Wilderswil, Ried|14
Oberthal, Alterswil|Oberthal, Eintracht|9
Auboranges, Café|Vuibroye, Champacot|3
Vattiz, Surval|Degen, Rumein|1
Epalinges, Les Croisettes|Epalinges, Lion d'Or|111
Isenfluh KlIS|Sulwald|10
Allerheiligenberg, Höhenklinik|Allerheiligenberg, Rank|41
Rheinfelden, Engerfeld|Rheinfelden, Eremitage|84
Lodrino, Rongei|Lodrino, Balma|22
Erlenbach ZH,Kirchgemeindehaus|Erlenbach ZH, Schulhaus|44
Bulle, centre commercial|Bulle, école primaire|4
Zernez, Laschadura|Ova Spin|28
Rifferswil, Post|Rifferswil, Seleger Moor|67
Naters, alte Post|Naters, Judengasse|53
Innertkirchen MIB|Innertkirchen Post MIB|50
Jegenstorf, Rotonda|Jegenstorf, Bahnhof|5
Morissen, Padrus|Morissen, Mulin|20
Bulle, centre commercial|Bulle, gare|212
Wolfikon SG, Freihof|Wolfikon SG, Engel|85
Oberwetzikon|Wetzikon ZH, Sonnenfeld|66
Waltenstein, Berg|Räterschen, Tolhusen|27
Roggenburg, Hammerschmitte|Roggenburg, Sägemühle|22
Burgdorf|Wynigen|35
Constantine, collège|Salavaux, croisée|2
St. Peterzell, Post|St. Peterzell, Bächlistrasse|33
Burgdorf|Herzogenbuchsee|40
Romoos, Schmitteli|Romoos, Schwändi|5
Muri AG, Egg|Muri AG, Kreisel|106
Affeltrangen, Post|Tobel-Affeltrangen, Bahnhof|18
Beinwil SO, Post|Beinwil SO, Kloster|27
La Mothe, haut-du-village|Vugelles-La Mothe, Le Fontaney|7
Jegenstorf, Rotonda|Jegenstorf, Säget|5
Martigny-Bourg|Martigny-Croix|31
Sessa, Posta|Sessa, Tortura|41
Rüti ZH, Gubel|Rüti ZH, Laufenbach|109
Oeschenbach, Bleuen|Walterswil BE, Mühleweg|5
Bern, Morgartenstrasse|Bern, Wyler|4
Iragna, Cave Mairano|Iragna, Mairano Nord|43
Flims Dorf, Bergbahnen|Flims Dorf, Abzw. Gutveina|139
Essert-Pittet|Chavornay|40
Chavannes-de-Bogis, village|Divonne, gare|24
Kirchberg-Alchenflüh|Aefligen|87
Saanenmöser, Bahnhof|Saanenmöser, Mösching|4
Zweisimmen|Boltigen|22
Hemmiken, Abzw. nach Asp|Hemmiken, Junkerschloss|28
Les Reussilles|Mont-Tramelan, scierie|18
Zweisimmen|Erlenbach im Simmental|10
Ranflüh, Oberdorf|Zollbrück, Bahnhof|16
Mervelier, scierie|Mervelier, Rue des Prés|44
Emmenbrücke, Sonnenplatz|Emmenbrücke, Sprengi|226
Lutzenberg, Brenden|Walzenhausen, Allmendsberg|11
Hombrechtikon, Garstlig|Hombrechtikon, Hohlflüe|27
Tarasp, Villa Maria|Vulpera|40
Ernetschwil, Hof|Ernetschwil, Häblingen|22
Bodio, Stazione|Bodio, Biv. per Personico|39
Glarus, Bahnhof|Glarus, Stampf|43
Moutier, Suisse Ouest|Moutier, Manor|10
Birmenstorf AG, Post|Baden, Segelhof|239
Saanen BE|Gstaad|54
Grenchen Süd, Bahnhof|Bettlach, Bahnhof|28
Vesin|Cugy FR, gare|10
Schiers, EMS/Spital|Schiers, Bahnhof|22
Maienfeld, Post|Maienfeld, Bahnhof|67
Turbenthal, Oberhofen|Turbenthal, Neubrunn|24
Villars-Ste-Croix, village|Mex VD, ch. de la Richardaz|14
Crémines|Grandval|41
Lugano, Stazione Piazza Besso|Sorengo, Moncucchetto|13
Niederhäusern|Visperterminen, Dorfeingang|47
Ammerzwil BE, Dorf|Ammerzwil BE, Unterdorf|49
Gottlieben|Konstanz URh|20
Jona, Buech Industrie|Wagen, alte Post|3
Promontogno, Posta|Spino|49
Schwende, Sonnenhalb|Schwende, Unterrain|36
Lugano, Stazione|Cassarate, Lago|2
Klusstalden|Schüpfheim, Wegmattensäge|36
St-Luc, Zattelet|St-Luc, Chemin des Caïds|17
Ayent, Granges de Signèse|Signèse, Chapelle|12
Rifferswil, Unterrifferswil|Rifferswil, Schonau|11
Schmerikon, Mürtschenstrasse|Schmerikon, Lanzenmoosstrasse|33
Rüschegg Heubach, Post|Rüschegg Heubach, Längenboden|43
Rüschegg Heubach, Post|Rüschegg Graben, Rütiplötsch|43
Unterschächen, Post|Unterschächen, Stutz|34
Eisten, Raftgarten|Eisten, Fluhbalmen|35
Weinfelden, Bahnhof|Bürglen TG, Bahnhof|6
Nenzlingen, Post|Nenzlingen, Dorfplatz|38
Vionnaz, croisée d'Illarsaz|Aigle, La Mêlée|48
Paradiso, Debarcadero|Paradiso, Piscina|14
Nax, Villettaz|Fontany|17
Neukirch an der Thur, Post|Buhwil, Oberdorf|17
Castione, Villaggio|Castione, Kombi Center|62
Aeschi SO, Dorf|Winistorf, Rest. Traube|9
Rueyres-Treyfayes|Sâles|24
Küssnacht am Rigi, Ebnet|Immensee, Dorfplatz|32
Buch bei Frauenfeld, Dorf|Ellikon a. d. Thur, Dorf|6
Schönbühl, Hohrain|Mattstetten, Dorf|37
Zofingen, Spital|Zofingen, Ackerstrasse|102
Biel/Bienne, Pont-du-Moulin|Frinvillier, gare|39
Fribourg, gare|Givisiez, Osses|2
Fribourg, gare|Fribourg, Tivoli|80
Lenzerheide/Lai, Post|Valbella, Post|1
Scherzingen, Post|Scherzingen, Scheidweg|95
Gilly, village|Bursins, village|21
Oey BA|Sillerenbühl|6
Sion, Camping des Iles|Aproz, village|19
Vacallo, Cognano|Morbio Superiore, zona Ronco|40
Neuenkirch, Lippenrüti|Neuenkirch, Altersheim|142
Issert|Som-la-Proz|29
Goldswil, Dorf|Interlaken, Lindenallee|30
Zollikofen, Erlachplatz|Zollikofen, Schulhaus Ost|50
Grafenort|Obermatt ZB|46
Jegenstorf, Bahnhof|Grafenried, Rest. Kreuz|1
Bremgarten AG, Fischbacherstr.|Fischbach-Göslikon, Sternen|51
Gwatt, Gwattzentrum|Einigen, Post|234
Schattdorf, Drogerie|Altdorf UR, Kollegium|137
Gunzwil, Post|Rickenbach LU, Kirchplatz|12
Bichwil, Torackerstrasse|Bichwil, Adler|85
Wollerau, Hafen|Richterswil, Schwyzerstrasse|108
St. Gallen Marktplatz|Spisertor|98
Kerzers, Schwimmbad|Wileroltigen, Mösli|1
Hütten, Abzw. Schönenberg|Menzingen, Finsterseebrücke|10
Bercher, gare|Bercher, village|14
Schmerikon, Brücke|Schmerikon, Mürtschenstrasse|33
Riedt b. Neerach|Niederglatt ZH, Nöschikon|43
Schaffhausen, Kreuz|Schaffhausen, Bahnhof|1
Cuarnens, Le Pont|Cuarnens, Moulin-Dessus|23
Brig, Geschina|Glis, Saltina|26
Genève-Jardin-Anglais|Genève-Pâquis|11
Diesbach GL, Schulhaus|Rüti GL, Schulhaus|17
Gandria, Strada|Gandria, Paese|18
Prahins, village|Démoret, croisée de Vuissens|14
Basel SBB|Pratteln|8
Basel SBB|Muttenz|175
Basel SBB|Liestal|112
Novazzano, Fercasa|Novazzano, Ponte Pobbia|40
Les Planches (Montreux)|Toveyre|34
Luzern, Luzernerhof|Luzern, Gärtnerstrasse|111
Herrliberg, Alterssiedlung|Herrliberg, Grundhofstrasse|46
Wil SG, Bahnhof|Mettlen, Unterdorf|5
Turbenthal, Neubrunn|Turbenthal, Seelmatten|24
Radelfingen b. A., Salzmatt|Radelfingen b. A., Dorf|52
St. Gallen|St. Margrethen|8
Wil SG, Bahnhof|Wuppenau, Welfensberg|5
Köniz, Schloss|Schliern bei Köniz|38
Bever, Post|La Punt, vih|36
Unteruhldingen|Mainau (Bodensee)|47
Strass|Frauenfeld, Bahnhof|6
Vernier-Meyrin|Cointrin|66
Bülach, Kaserne|Bülach, Niederflachs|111
Engelburg, Dorfplatz|Engelburg, Schulhaus|175
Begnins, Les Clavières|Burtigny, Le Battoir|22
Walperswil, Post|Epsach-Baar|68
Langnau am Albis, Dorf|Langnau-Gattikon, Bahnhof|30
Naters, Marktplatz|Naters, Bammatte|2
Heiden, Waldegg Heiden|Heiden, Hirschli|85
Brig, Stadtplatz|Glis, obere Haselgasse|1
Binn, Campingplatz|Binn, Fäld|16
Solothurn|Luterbach-Attisholz|71
La Tzoumaz, Le Belochet|La Tzoumaz, centre|16
Glion-Hôtel-des-Alpes|Glion-Collège|34
Mels, Ringstrasse|Mels, Sarganserstrasse|29
Pazzallo, Ai Ronchi|Carabbia, Al Canvetto|29
Zürich Rehalp|Zürich Balgrist|134
Bremgarten BE, Schloss|Bremgarten BE, Kalchacker|54
Mellingen Heitersberg, Bahnhof|Baden, Rütihof Bohnacker|48
Gland, gare|Gland, La Combe|27
Schwendiwald|Zwirgi|22
Gerra Piano, Paese|Gerra P., Centro Professionale|51
Mels, Ringstrasse|Mels, Bahnhof|29
Uster, Stadtpark|Uster, Apothekerstrasse|96
Steckborn, Schulhaus Hub|Steckborn, Feldbach|26
Le Locle, rue du Midi|Le Locle, La Jaluse|36
Bissone, autostrada|Campione, Casino|24
Winterthur, Friedhof|Winterthur, Schützenhaus|44
Les Bourquins|La Vraconnaz, Les Rochettes|8
Luzern, Bahnhof|Luzern, Schwanenplatz|218
Hasle-Rüegsau, Bahnhof|Rüegsauschachen, Zentrum|29
Pfäffikon SZ, Industrie Ost|Pfäffikon SZ, Schweizerhof|93
Pomy, Centre ORIPH|Donneloye, croisée|1
Arnex-sur-Nyon|Borex, centre|24
Granges-Paccot, Rte du Coteau|Granges-Paccot,ch. la Rappetta|54
Vugelles-La Mothe, croisée|Orges, Les Charrières|6
Grandson, Péroset|Grandson, croisée de Fiez|18
Münsingen, Walke|Münsingen, Sägematt|8
Fehraltorf, Halden|Russikon, Morgenthal|25
Libingen, Vorderhofen|Libingen, Hinterhofen|30
Bussy-sur-Moudon,Foulaz-Verney|Bussy-sur-Moudon, village|10
Lupfig, Dorfstrasse|Lupfig, Frohsinn|110
Naters, Marktplatz|Naters, Panorama|70
Ressudens, croisée|Vallon, musée romain|12
Chur, Stadtgarten|Chur, Taxistand|10
Echallens, La Robellaz|Echallens, Les Trois-Sapins|26
Delémont, Av. de la gare|Delémont, Pré-Guillaume|45
Wolfhausen, Post|Wolfhausen, Neugut|144
Unterlangenegg, Kreuzweg|Unterlangenegg, Aebnit|35
Tann, Sonnenberg|Tann, Härtiplatz|45
Scherzingen, Rohrenzelg/Spital|Landschlacht, Blindenzentrum|79
Bern, Schosshalde|Bern, Ostring|98
Massongex, Le Moulin|Daviaz, La Vorpillière|11
Benken BL, Brücke|Therwil, Bahnhof|264
Bern, Schosshalde|Bern, Rosengarten|98
Visp|Brig|83
Rüegsbach, Post|Rüegsau, Post|29
Erde, Le Creux-d'Ortcheu|Aven, Pré|28
Jakobsbad|Gonten|55
Wollerau, Schwalbenboden|Wollerau, Studenbühl|94
Schwarzenburg, Bahnhof|Mittelhäusern, Bahnhof|2
St. Niklaus VS, Lochmatten|St. Niklaus VS, Bahnhof|1
Gampinen|Leuk, Kreuzmatten|16
Rüeggisberg, Post|Rüeggisberg, Gemeindehaus|58
Stäfa, Laubisrüti|Stäfa, Phonak|129
Delémont, rue des Andains|Delémont, Sous-Mexique|19
Porza, Belvedere|Lugano, Ospedale Civico|86
Hugelshofen, Post|Hugelshofen, Schlatt|26
Baar, Waldmannhalle|Blickensdorf, Dorf|146
Amriswil, Kronberg|Sommeri, Alpstein|9
Ried b. Kerzers, Dorf|Kerzers, Abzw. Gurzelen|26
Sulz LU, Chlotisberg|Lieli LU, Dorf|27
Frauenfeld, Bahnhof|Frauenfeld, Kath. Kirche|4
Rüeggisberg, Tromwil|Riggisberg, Hasli|57
Brittnau-Wikon|Reiden|43
Sembrancher, poste|Sembrancher, La Place|3
Thalheim an der Thur|Gütighausen|18
Oberalppasshöhe-Calmot|Tschamut-Selva|39
Wiesengrund|Wängi|68
Charrat-Fully|Saxon|44
Einigen, Post|Spiez, Spiezmoos|233
Kreuzlingen, Karussell|Kreuzlingen, Finkernstrasse|8
Bitsch|Naters|34
Wettswil a.A., Schürli|Bonstetten, Sunnenberg|6
Bex, le Temple|Bex, rte d'Aigle|12
Tumegl/Tomils, Rofna|Tumegl/Tomils, Curschiglias|38
Rongellen, Abzw.|Thusis, Dorf|32
Rueun, S. Francestg|Pigniu, posta|11
Sarnen, Bahnhof|Sarnen, Ei|28
Stalden-Saas|St. Niklaus|2
Stalden-Saas|Kalpetran|33
Weiach, alter Bahnhof|Weiach, Gemeindehaus|58
Schiers, Obere Au|Schiers, Tersier|22
Birr, Wyden|Birr, Bahnhof|110
Lauenen b. Gstaad, Fängli|Lauenen b. Gstaad, Bochte|20
Dietfurt|Bütschwil|66
Schongau, Mettmenschongau|Aesch LU, Kreuz|42
Zwirgi|Bühl-Oberzwirgi|22
Denges-Echandens|Lonay-Préverenges|39
Balm b. Meiringen, Wirtschaft|Balm b. Meiringen, Brücke|26
Monthey-Ville, gare|Choëx, anc. poste|15
Reichenbach b. B., Grubenweg|Unterzollikofen, Reichenbach|54
Melide|Capolago-Riva S. Vitale|5
Landquart|Maienfeld|72
Lavigny, Café|Villars-sous-Yens, village|23
Landquart|Bad Ragaz|25
Melide|Maroggia-Melano|73
Dörfli|Wolfenschiessen|46
Dörfli|Grafenort|46
Menaggio, Via Mazzini|Dongo, Monumento|2
Arbaz, poste|Arbaz, Onna|30
Steinmaur, Bahnhof|Dielsdorf, Dorfzentrum|2
Büttikon AG, Post|Büttikon AG, Oberdorf|55
St-Léonard, centre|Sion, gare|2
Vaduz, Lettstrasse|Vaduz, Rheinpark Stadion|25
Melide, Via Pocobelli 4|Paradiso, Piscina|9
S. Antonino, Posta|S. Antonino, Via Stazione|10
St-Léonard, centre|St-Léonard, Le Lac|8
Basse-Nendaz, village|Beuson|42
Uster, Stadthaus|Uster, Poststrasse|43
Möhlin, Volg-Riburg|Möhlin, Rüttenen|41
Neuchâtel, Vauseyon|Neuchâtel, écluse|30
Unterzollikofen, Bahnhof|Steinibach, Bahnhof|104
La Sarraz, gare|La Sarraz, Couronne|3
Kollbrunn, Bahnhof|Rikon, Bahnhof|1
Egg SZ, Post|Egg SZ, Eintracht|18
Ebikon, Bühl|Adligenswil, Stuben|218
Rueyres-les-Prés, anc. poste|Rueyres-les-Prés, La Palud|17
Ehrendingen, Unterdorf|Ehrendingen, Tiefenwaag|129
Trans, Ramons|Trans, posta|18
Montaubion, croisée|Chardonney, village|9
Neuchâtel, Vauseyon|Neuchâtel, Les Carrels|30
Fehraltorf, Bahnhof|Fehraltorf, Schrännenbrunnen|1
